State,County,Year,NO2_Units,NO2_Mean,NO2_1st_Max_Value,NO2_1st_Max_Hour,NO2_AQI,O3_Units,O3_Mean,O3_1st_Max_Value,O3_1st_Max_Hour,O3_AQI,SO2_Units,SO2_Mean,SO2_1st_Max_Value,SO2_1st_Max_Hour,SO2_AQI,CO_Units,CO_Mean,CO_1st_Max_Value,CO_1st_Max_Hour,CO_AQI,YPLL Rate,% Fair/Poor,Physically Unhealthy Days,TotalPop,TotalMalePop,TotalFemalePop
Connecticut,Litchfield,2015,Parts per billion,2.28,5.85,11,5.17,Parts per million,0.04,0.04,11,41.87,Parts per billion,0.28,0.75,8,0.38,Parts per million,0.17,0.24,8,1.04,5325,9,3.1,184133,93210,90923
Connecticut,Hartford,2010,Parts per billion,7.85,17.78,9,16.78,Parts per million,0.03,0.04,10,39.58,Parts per billion,0.51,1.1,11,0.52,Parts per million,0.41,0.51,6,2.81,6248,11,2.9,895226,462527,432699
Connecticut,Hartford,2011,Parts per billion,7.19,15.6,9,14.66,Parts per million,0.03,0.04,10,36.13,Parts per billion,0.22,0.63,9,0.22,Parts per million,0.2,0.3,7,1.39,6323,11,3,896776,462867,433909
Connecticut,Hartford,2012,Parts per billion,6.69,14.59,10,13.69,Parts per million,0.03,0.04,10,39.86,Parts per billion,0.29,0.67,11,0.21,Parts per million,0.2,0.28,7,1.27,6086,11,2.9,897694,462964,434730
Connecticut,Hartford,2013,Parts per billion,6.41,14.36,9,13.5,Parts per million,0.03,0.04,10,43.26,Parts per billion,0.33,0.7,12,0.17,Parts per million,0.19,0.28,7,1.3,4541,10,2.6,897724,462586,435138
Connecticut,Hartford,2014,Parts per billion,5.73,13.9,10,13.03,Parts per million,0.03,0.04,10,45.55,Parts per billion,0.31,0.64,10,0.2,Parts per million,0.2,0.28,7,1.29,5808,11,3,897493,462104,435389
Connecticut,Hartford,2015,Parts per billion,6.61,15.67,9,14.33,Parts per million,0.03,0.05,10,47.32,Parts per billion,0.26,0.48,9,0.07,Parts per million,0.21,0.29,7,1.38,5746,11,3,896358,461207,435151
Connecticut,New Haven,2010,Parts per billion,13.78,27.98,10,26.44,Parts per million,0.02,0.03,10,29.7,Parts per billion,1.46,4.13,11,3.15,Parts per million,0.29,0.46,8,2.27,6540,13,3.3,863382,447794,415588
Connecticut,New Haven,2011,Parts per billion,15.4,30.63,10,28.97,Parts per million,0.02,0.03,10,29.97,Parts per billion,1.72,4.58,11,3.43,Parts per million,0.29,0.47,9,2.33,6325,13,3.3,863827,447757,416070
Connecticut,New Haven,2012,Parts per billion,13.41,27.15,12,25.61,Parts per million,0.03,0.04,10,34.21,Parts per billion,1.16,3.08,12,2.25,Parts per million,0.27,0.44,9,2.12,6264,12,3.2,864589,448122,416467
Connecticut,New Haven,2013,Parts per billion,13.62,28.6,11,26.99,Parts per million,0.03,0.04,10,33.32,Parts per billion,0.83,2.23,11,1.5,Parts per million,0.26,0.4,8,1.93,4899,10,2.8,862889,447265,415624
Connecticut,New Haven,2014,Parts per billion,13.03,26.99,11,25.47,Parts per million,0.02,0.04,10,34.64,Parts per billion,0.9,2.14,11,1.4,Parts per million,0.25,0.39,8,1.88,6030,12,3.3,862996,447056,415940
Connecticut,New Haven,2015,Parts per billion,13.94,28.21,11,26.21,Parts per million,0.03,0.04,10,36.62,Parts per billion,0.49,0.96,10,0.42,Parts per million,0.26,0.41,9,2.04,5761,12,3.3,860292,445489,414803
Connecticut,Fairfield,2010,Parts per billion,8.43,23.58,10,22.27,Parts per million,0.03,0.05,10,44.51,Parts per billion,0.57,1.24,11,0.62,Parts per million,0.21,0.31,8,1.48,4984,11,2.8,919330,472479,446851
Connecticut,Fairfield,2011,Parts per billion,7.79,21.75,10,20.51,Parts per million,0.03,0.05,10,42.75,Parts per billion,0.41,1.05,11,0.51,Parts per million,0.21,0.31,8,1.5,4971,11,2.8,927897,476456,451441
Connecticut,Fairfield,2012,Parts per billion,6.58,18.85,11,17.8,Parts per million,0.03,0.05,10,48.01,Parts per billion,0.43,1.01,10,0.46,Parts per million,0.21,0.3,8,1.44,4864,11,2.7,935097,480012,455085
Iowa,Polk,2010,Parts per billion,8.06,19.32,11,18.18,Parts per million,0.03,0.04,9,31.95,Parts per billion,0.24,0.42,8,0.06,Parts per million,0.29,0.43,9,2.19,5773,11,3,15920,7654,8266
Iowa,Polk,2011,Parts per billion,7.11,16.93,11,15.56,Parts per million,0.03,0.04,10,33.79,Parts per billion,0.1,0.25,8,0.02,Parts per million,0.21,0.34,8,1.55,6380,9,3.1,15896,7634,8262
Iowa,Polk,2012,Parts per billion,7.32,17.7,12,16.23,Parts per million,0.03,0.04,9,38.44,Parts per billion,0.06,0.21,7,0.02,Parts per million,0.22,0.35,9,1.58,7059,9,3.6,15701,7519,8182
Iowa,Polk,2013,Parts per billion,6.15,14.85,12,13.53,Parts per million,0.03,0.04,9,34.41,Parts per billion,-0.03,0.06,6,0,Parts per million,0.2,0.3,8,1.38,6470,12,3.3,15516,7445,8071
Iowa,Polk,2014,Parts per billion,5.86,14.71,12,13.4,Parts per million,0.03,0.04,10,35.61,Parts per billion,0.03,0.12,6,0,Parts per million,0.21,0.34,9,1.63,7387,10,3.5,15483,7356,8127
Iowa,Polk,2015,Parts per billion,5.73,14.07,13,12.84,Parts per million,0.03,0.04,10,37.6,Parts per billion,0.04,0.15,6,0.02,Parts per million,0.21,0.32,9,1.5,7367,10,3.5,15471,7326,8145
Iowa,Polk,2016,Parts per billion,5.56,14.58,12,13.46,Parts per million,0.03,0.04,10,39.83,Parts per billion,0.06,0.15,7,0,Parts per million,0.21,0.31,8,1.4,7417,14,3.2,15349,7234,8115
Iowa,Scott,2010,Parts per billion,6.95,15.37,12,14.02,Parts per million,0.03,0.04,10,36.99,Parts per billion,0.53,1.58,9,1,Parts per million,0.21,0.32,9,1.47,6015,12,2.6,10354,5293,5061
Iowa,Scott,2011,Parts per billion,7.51,16.45,12,15.07,Parts per million,0.03,0.04,10,32.17,Parts per billion,0.74,2.39,10,1.8,Parts per million,0.2,0.29,8,1.33,7220,10,2.5,10221,5208,5013
Iowa,Scott,2012,Parts per billion,7.73,16.93,13,15.54,Parts per million,0.03,0.04,10,33.27,Parts per billion,0.64,1.66,10,1.07,Parts per million,0.21,0.32,9,1.48,7389,9,2.5,10160,5190,4970
Iowa,Scott,2013,Parts per billion,7.12,15.64,12,14.28,Parts per million,0.03,0.04,10,31.07,Parts per billion,0.65,2.12,10,1.53,Parts per million,0.2,0.29,8,1.35,5829,13,1.2,10030,5119,4911
Iowa,Scott,2014,Parts per billion,6.64,14.3,12,13.07,Parts per million,0.03,0.03,10,32.69,Parts per billion,0.64,1.57,10,0.98,Parts per million,0.2,0.29,8,1.34,5584,12,2.5,10046,5138,4908
Iowa,Scott,2015,Parts per billion,6.26,14.4,12,13.22,Parts per million,0.03,0.04,10,33.21,Parts per billion,0.61,1.27,10,0.68,Parts per million,0.21,0.31,8,1.43,7433,12,2.5,9965,5068,4897
Iowa,Scott,2016,Parts per billion,6.22,13.81,13,12.6,Parts per million,0.03,0.04,9,35.97,Parts per billion,0.26,0.64,9,0.22,Parts per million,0.21,0.28,7,1.31,8701,11,2.7,9812,5001,4811
Maine,Cumberland,2010,Parts per billion,9.8,21.26,10,20.03,Parts per million,0.02,0.03,10,28.45,Parts per billion,1.57,4,9,3.29,Parts per million,0.34,0.47,8,2.53,5923,11,3.1,281458,144892,136566
Maine,Cumberland,2011,Parts per billion,9.18,19.81,12,18.64,Parts per million,0.02,0.03,10,27.33,Parts per billion,1.35,3.23,9,2.62,Parts per million,0.31,0.45,8,2.35,5742,11,3.1,282663,145296,137367
Maine,Cumberland,2012,Parts per billion,9.81,20.83,11,19.27,Parts per million,0.02,0.03,9,27.51,Parts per billion,1,2.53,11,1.81,Parts per million,0.4,0.54,8,2.95,5552,11,3,283624,145722,137902
Maine,Cumberland,2013,Parts per billion,9.44,22.66,10,20.96,Parts per million,0.03,0.04,10,31.06,Parts per billion,1.9,3.43,9,2.4,Parts per million,0.41,0.54,7,2.94,6810,18,4.2,285570,146706,138864
Maine,Cumberland,2014,Parts per billion,5.86,14.73,11,13.4,Parts per million,0.02,0.03,10,29.44,Parts per billion,0.9,1.66,11,0.99,Parts per million,0.29,0.38,9,1.92,5355,10,2.9,288137,148183,139954
Maine,Cumberland,2015,Parts per billion,7.84,23.93,12,22.21,Parts per million,0.02,0.03,9,29.52,Parts per billion,1.38,2.24,10,1.39,Parts per million,0.32,0.45,9,2.31,5178,10,2.9,289544,148884,140660
Maine,Cumberland,2016,Parts per billion,6.56,19.54,10,18.05,Parts per million,0.03,0.04,10,33.12,Parts per billion,0.33,1.25,9,0.79,Parts per million,0.3,0.41,8,2.07,5232,10,2.7,291138,149844,141294
Maine,Aroostook,2010,Parts per billion,2.07,5.39,11,4.79,Parts per million,0.03,0.03,9,28.89,Parts per billion,0.23,0.69,9,0.33,Parts per million,0.16,0.2,7,0.94,7209,15,3.9,107707,55008,52699
Maine,Aroostook,2011,Parts per billion,2.07,5.49,11,4.88,Parts per million,0.03,0.03,9,27.34,Parts per billion,0.29,0.72,9,0.36,Parts per million,0.15,0.2,7,0.93,7368,14,3.8,107426,54789,52637
Maine,Aroostook,2012,Parts per billion,2.18,5.67,11,5.01,Parts per million,0.03,0.03,9,27.57,Parts per billion,0.5,1.18,10,0.64,Parts per million,0.16,0.21,7,0.96,7149,14,3.8,107481,54802,52679
Maine,Aroostook,2013,Parts per billion,1.94,5.13,10,4.52,Parts per million,0.03,0.03,10,27.43,Parts per billion,0.46,0.74,9,0.24,Parts per million,0.15,0.2,7,0.92,6109,13,3.6,107275,54644,52631
Maine,Aroostook,2014,Parts per billion,1.96,5.02,11,4.43,Parts per million,0.03,0.03,9,29.41,Parts per billion,0.27,0.48,8,0.13,Parts per million,0.16,0.21,7,0.95,6148,13,3.7,107415,54690,52725
Maine,Aroostook,2015,Parts per billion,1.93,5.28,11,4.68,Parts per million,0.03,0.03,9,28.42,Parts per billion,0.28,0.46,8,0.14,Parts per million,0.16,0.21,8,0.97,7070,13,3.7,107155,54596,52559
Maryland,Baltimore,2010,Parts per billion,13.07,27.82,11,26.25,Parts per million,0.03,0.04,10,39.3,Parts per billion,2.15,4.51,8,3.62,Parts per million,0.39,0.63,8,3.13,7502,14,3.2,806560,425494,381066
Maryland,Baltimore,2011,Parts per billion,12.95,27.17,11,25.61,Parts per million,0.03,0.04,10,36.32,Parts per billion,1.98,4.77,11,3.63,Parts per million,0.3,0.54,8,2.61,7603,14,3.2,812797,428420,384377
Maryland,Baltimore,2012,Parts per billion,11.64,25.15,11,23.71,Parts per million,0.03,0.04,10,35.79,Parts per billion,1.7,3.7,12,2.73,Parts per million,0.25,0.48,8,2.24,7365,14,3.3,818023,430905,387118
Maryland,Baltimore,2013,Parts per billion,11.03,23.3,11,21.65,Parts per million,0.03,0.04,10,36.05,Parts per billion,1.34,3.22,11,2.33,Parts per million,0.22,0.41,7,1.91,6285,11,3.1,822238,432951,389287
Maryland,Baltimore,2014,Parts per billion,11.24,24.45,11,22.64,Parts per million,0.02,0.04,10,34.99,Parts per billion,1.45,3.4,10,2.44,Parts per million,0.2,0.4,8,1.85,6968,14,3.3,825006,434238,390768
Maryland,Baltimore,2015,Parts per billion,11.37,23.73,11,21.98,Parts per million,0.03,0.04,10,37.9,Parts per billion,1.41,3.03,11,2.13,Parts per million,0.22,0.44,9,2.04,6627,14,3.3,827471,435291,392180
Maryland,Baltimore,2016,Parts per billion,14.09,28.8,10,26.71,Parts per million,0.02,0.03,10,30.75,Parts per billion,1.16,2.41,11,1.53,Parts per million,0.3,0.59,9,2.76,6515,13,3.2,828616,435603,393013
Maryland,Garrett,2014,Parts per billion,2.62,5.12,11,4.57,Parts per million,0.03,0.04,9,39.44,Parts per billion,1.2,3.01,10,2.16,Parts per million,0.16,0.19,7,0.94,7388,18,3.6,29649,14926,14723
Maryland,Garrett,2015,Parts per billion,2.37,4.44,11,3.95,Parts per million,0.03,0.04,10,39.06,Parts per billion,0.9,2.15,11,1.4,Parts per million,0.17,0.21,7,1.03,6605,18,3.6,29435,14820,14615
Maryland,Garrett,2016,Parts per billion,2.64,5.46,11,4.86,Parts per million,0.04,0.04,10,38.28,Parts per billion,0.6,1.62,11,0.94,Parts per million,0.19,0.23,7,1.07,6163,13,3.3,29371,14818,14553
Maryland,Prince George's,2012,Parts per billion,8.62,18.33,10,16.85,Parts per million,0.03,0.04,10,37.82,Parts per billion,0.52,1.61,11,0.99,Parts per million,0.23,0.34,7,1.6,8258,13,3,881870,458023,423847
Maryland,Prince George's,2013,Parts per billion,8.3,17.57,10,16.11,Parts per million,0.03,0.04,10,32.47,Parts per billion,0.52,1.36,10,0.76,Parts per million,0.23,0.32,7,1.53,3816,9,2.5,890117,462156,427961
Maryland,Prince George's,2014,Parts per billion,6.98,15.28,10,13.97,Parts per million,0.03,0.04,9,37.76,Parts per billion,0.44,1.32,11,0.73,Parts per million,0.23,0.32,7,1.54,7720,13,2.9,899223,466793,432430
Maryland,Prince George's,2015,Parts per billion,8.15,17.53,10,16.14,Parts per million,0.03,0.04,10,39.65,Parts per billion,0.41,1.2,10,0.68,Parts per million,0.24,0.35,8,1.71,7192,13,2.9,905737,469836,435901
Maryland,Prince George's,2016,Parts per billion,10.6,22.46,11,20.82,Parts per million,0.02,0.03,10,31.73,Parts per billion,0.41,1.07,11,0.51,Parts per million,0.25,0.36,8,1.74,6984,15,3.2,907939,470631,437308
Country Of Mexico,BAJA CALIFORNIA NORTE,2010,Parts per billion,18.59,35.66,13,33.33,Parts per million,0.02,0.03,9,29.57,Parts per billion,1.96,3.51,12,2.55,Parts per million,0.81,1.62,10,7.52,0,0,0,0,0,0
Country Of Mexico,BAJA CALIFORNIA NORTE,2011,Parts per billion,22.39,41.14,13,38.22,Parts per million,0.02,0.03,10,22.31,Parts per billion,3.58,5.61,12,4.23,Parts per million,0.91,1.94,10,8.47,0,0,0,0,0,0
Arkansas,Pulaski,2010,Parts per billion,10,23.14,12,21.81,Parts per million,0.03,0.04,9,36.02,Parts per billion,1.29,2.17,8,1.51,Parts per million,0.45,0.61,7,3.24,9794,29,6.2,10441,5256,5185
Arkansas,Pulaski,2011,Parts per billion,9.98,22.79,12,21.12,Parts per million,0.03,0.04,10,35.7,Parts per billion,1.37,2.33,10,1.49,Parts per million,0.45,0.59,8,3.09,10062,30,6.1,10377,5218,5159
Arkansas,Pulaski,2012,Parts per billion,10.57,25.64,12,23.77,Parts per million,0.03,0.04,10,36.48,Parts per billion,1.3,2.21,11,1.39,Parts per million,0.47,0.61,7,3.23,9492,30,6.1,10321,5189,5132
Arkansas,Pulaski,2013,Parts per billion,9.79,23.78,11,22.01,Parts per million,0.03,0.04,10,35.68,Parts per billion,1.3,2.05,10,1.22,Parts per million,0.38,0.51,8,2.71,14039,23,5.2,10328,5172,5156
Arkansas,Pulaski,2014,Parts per billion,8.86,21.68,11,20.04,Parts per million,0.02,0.04,9,33.37,Parts per billion,1.14,1.98,10,1.16,Parts per million,0.35,0.45,7,2.39,9295,32,5.7,10353,5219,5134
Arkansas,Pulaski,2015,Parts per billion,8.61,21.06,11,19.42,Parts per million,0.02,0.04,10,33.46,Parts per billion,1.11,2.03,11,1.18,Parts per million,0.31,0.41,8,2.12,9120,32,5.7,10298,5198,5100
Arkansas,Pulaski,2016,Parts per billion,8.66,21.89,11,20.27,Parts per million,0.03,0.04,10,32.82,Parts per billion,0.66,1.08,10,0.41,Parts per million,0.32,0.45,8,2.32,10296,19,4.4,10274,5175,5099
Oregon,Multnomah,2010,Parts per billion,9.05,18.22,12,17.17,Parts per million,0.02,0.03,10,24.01,Parts per billion,1.34,2.22,10,1.41,Parts per million,0.32,0.55,9,2.69,7963,17,3.4,31350,14401,16949
Oregon,Multnomah,2011,Parts per billion,9.13,17.52,12,16.17,Parts per million,0.02,0.03,10,23.14,Parts per billion,0.74,1.67,10,0.96,Parts per million,0.34,0.6,9,2.91,8103,16,3.7,30968,14164,16804
Oregon,Multnomah,2012,Parts per billion,9.06,18.03,12,16.56,Parts per million,0.02,0.03,10,26.64,Parts per billion,0.63,1.3,11,0.61,Parts per million,0.3,0.53,9,2.56,7869,16,3.5,30762,14046,16716
Oregon,Multnomah,2013,Parts per billion,9.73,17.65,12,16.22,Parts per million,0.02,0.03,10,22.88,Parts per billion,1.08,1.84,11,0.99,Parts per million,0.29,0.52,9,2.52,6829,17,4.1,30653,13995,16658
Oregon,Multnomah,2014,Parts per billion,8.55,17.06,12,15.7,Parts per million,0.02,0.03,10,28.72,Parts per billion,0.84,1.38,11,0.63,Parts per million,0.24,0.41,9,1.95,6197,16,3.4,30366,13890,16476
Oregon,Multnomah,2015,Parts per billion,9.19,18.23,11,16.75,Parts per million,0.02,0.03,10,28.15,Parts per billion,0.47,1.06,11,0.47,Parts per million,0.28,0.49,9,2.38,6314,16,3.4,30237,13837,16400
Wyoming,Fremont,2014,Parts per billion,2.06,7.05,11,6.75,Parts per million,0.03,0.04,9,39.88,Parts per billion,0.39,0.61,5,0.42,Parts per million,0,0,0,0,11598,14,3.6,40562,20279,20283
Wyoming,Fremont,2015,Parts per billion,1.09,4.66,8,4.52,Parts per million,0.03,0.05,10,42.54,Parts per billion,0.02,0.18,2,0.15,Parts per million,0,0,0,0,12323,14,3.6,40228,20099,20129
Wyoming,Laramie,2011,Parts per billion,3.59,11.77,12,10.74,Parts per million,0.04,0.05,9,41.81,Parts per billion,0.18,0.57,9,0.21,Parts per million,0.04,0.08,8,0.35,7828,12,3.2,92561,46165,46396
Wyoming,Laramie,2012,Parts per billion,3.8,12.59,12,11.49,Parts per million,0.04,0.05,9,42.63,Parts per billion,0.23,0.88,10,0.49,Parts per million,0.06,0.11,9,0.49,7849,13,3.2,94690,46990,47700
Wyoming,Laramie,2013,Parts per billion,4.14,12.28,11,11.21,Parts per million,0.04,0.05,9,41.3,Parts per billion,0.2,0.71,10,0.34,Parts per million,0.05,0.1,9,0.41,9184,16,4.8,95706,47462,48244
Wyoming,Laramie,2014,Parts per billion,3.58,11.43,12,10.38,Parts per million,0.04,0.05,9,47.91,Parts per billion,0.11,0.47,10,0.18,Parts per million,0.05,0.09,9,0.36,7724,13,3.2,96038,47596,48442
Wyoming,Laramie,2015,Parts per billion,4.04,12.93,12,11.82,Parts per million,0.04,0.05,9,43.26,Parts per billion,0.36,1.71,11,1.35,Parts per million,0.07,0.12,8,0.54,7569,13,3.2,97006,47948,49058
Wyoming,Laramie,2016,Parts per billion,3.43,11.32,12,10.29,Parts per million,0.04,0.04,10,41.08,Parts per billion,-0.03,0.2,6,0.1,Parts per million,0.09,0.13,6,0.58,7003,14,3.4,97978,48224,49754
Wyoming,Sweetwater,2011,Parts per billion,6.04,16.62,10,15.64,Parts per million,0.03,0.04,10,31.32,Parts per billion,0.1,3.95,9,3.55,Parts per million,0.4,0.45,4,2.45,7585,14,3.3,29244,14638,14606
Wyoming,Sweetwater,2012,Parts per billion,4,12.66,9,11.94,Parts per million,0.03,0.04,10,38.25,Parts per billion,0.33,3.75,8,3.52,Parts per million,0.36,0.4,3,2.16,8022,14,3.4,29518,14784,14734
North Dakota,Cass,2010,Parts per billion,5.42,14.37,11,13.59,Parts per million,0.03,0.04,10,30.1,Parts per billion,0.28,0.71,9,0.33,Parts per million,0.17,0.23,8,1.07,4905,10,2.5,150305,74483,75822
North Dakota,Cass,2011,Parts per billion,4.48,13.56,11,12.8,Parts per million,0.03,0.03,10,28.61,Parts per billion,0.28,0.67,9,0.27,Parts per million,0.17,0.22,7,0.99,5129,9,2.5,153286,75993,77293
North Dakota,Cass,2012,Parts per billion,4.58,13.17,11,12.45,Parts per million,0.03,0.04,10,29.93,Parts per billion,0.22,0.54,9,0.18,Parts per million,0.17,0.23,8,1.05,5374,10,2.6,157405,77903,79502
North Dakota,Cass,2013,Parts per billion,4.76,13.78,11,13.01,Parts per million,0.03,0.04,10,31.25,Parts per billion,0.22,0.53,8,0.18,Parts per million,0.16,0.2,7,0.92,5473,10,2.8,162835,80504,82331
North Dakota,Cass,2014,Parts per billion,4.48,12.07,12,10.98,Parts per million,0.03,0.04,10,32.97,Parts per billion,0.16,0.36,8,0.1,Parts per million,0.16,0.2,8,0.97,5251,10,2.6,166553,82199,84354
North Dakota,Cass,2015,Parts per billion,4.3,10.86,12,9.88,Parts per million,0.02,0.03,10,30.56,Parts per billion,0.12,0.3,7,0.05,Parts per million,0.17,0.22,7,1.04,5153,10,2.6,170734,84144,86590
North Dakota,Cass,2016,Parts per billion,4.67,12.08,12,11,Parts per million,0.03,0.03,9,29.42,Parts per billion,0.25,0.4,8,0.04,Parts per million,0.19,0.23,7,1.08,4964,11,2.6,174271,85855,88416
Idaho,Ada,2010,Parts per billion,9.4,25.47,14,24.03,Parts per million,0.03,0.04,10,33.87,Parts per billion,0.32,0.79,12,0.35,Parts per million,0.18,0.33,8,1.45,5531,11,2.9,393350,196383,196967
Idaho,Ada,2011,Parts per billion,9.93,18.42,11,16.91,Parts per million,0.01,0.02,10,20.91,Parts per billion,0.72,1.74,12,0.98,Parts per million,0.27,0.5,10,2.41,5371,11,2.9,401235,200267,200968
Ohio,Hamilton,2011,Parts per billion,12.96,24.31,12,22.92,Parts per million,0.03,0.04,10,36.29,Parts per billion,3.97,13.94,11,10.8,Parts per million,0.26,0.38,9,1.88,8317,12,3.2,800567,416001,384566
Ohio,Hamilton,2012,Parts per billion,13.74,23.55,11,22.24,Parts per million,0.02,0.02,11,20.45,Parts per billion,4.01,14.25,11,11.38,Parts per million,0.24,0.35,8,1.72,8128,12,3.1,802367,416608,385759
Ohio,Hamilton,2013,Parts per billion,11.98,23.53,12,22.2,Parts per million,0.03,0.04,10,37.41,Parts per billion,2.43,8.69,11,7.16,Parts per million,0.24,0.35,9,1.68,8116,14,3.6,805185,417776,387409
Ohio,Hamilton,2014,Parts per billion,11.39,22.62,11,21.32,Parts per million,0.03,0.04,10,36.3,Parts per billion,1.96,6.8,12,5.61,Parts per million,0.24,0.35,8,1.66,8201,13,3.3,807654,418859,388795
Ohio,Hamilton,2015,Parts per billion,11.08,21.48,11,20.2,Parts per million,0.02,0.04,10,33.72,Parts per billion,1.63,4.34,11,3.28,Parts per million,0.26,0.38,9,1.86,8094,13,3.3,809606,419734,389872
Ohio,Hamilton,2016,Parts per billion,9.45,19.29,10,18.14,Parts per million,0.03,0.04,10,33.79,Parts per billion,0.99,1.87,10,1.15,Parts per million,0.26,0.37,8,1.76,8203,16,3.7,811572,420173,391399
Ohio,Cuyahoga,2011,Parts per billion,15.38,27.89,11,26.32,Parts per million,0.02,0.03,11,29.73,Parts per billion,4.85,13.95,12,11.54,Parts per million,0.29,0.51,9,2.33,5975,19,5.7,28820,14455,14365
Ohio,Cuyahoga,2012,Parts per billion,13.84,26.05,11,24.56,Parts per million,0.02,0.03,10,30.74,Parts per billion,3.04,11.11,12,9.22,Parts per million,0.28,0.44,8,2.11,6481,20,5.9,28540,14335,14205
Ohio,Cuyahoga,2013,Parts per billion,12.93,24.62,10,23.24,Parts per million,0.02,0.03,11,25.48,Parts per billion,2.26,7.58,11,6.17,Parts per million,0.24,0.39,8,1.8,7065,16,4.1,28259,14153,14106
Ohio,Cuyahoga,2014,Parts per billion,12.32,24.08,10,22.7,Parts per million,0.02,0.03,11,30.12,Parts per billion,2.41,8.93,11,7.57,Parts per million,0.25,0.43,8,1.98,6912,21,4.8,28131,14043,14088
Ohio,Cuyahoga,2015,Parts per billion,12.95,26.31,11,24.78,Parts per million,0.02,0.03,11,31.94,Parts per billion,2.42,9.17,12,7.8,Parts per million,0.27,0.46,9,2.13,7171,21,4.8,27718,13848,13870
Ohio,Cuyahoga,2016,Parts per billion,9.91,22.97,11,21.65,Parts per million,0.02,0.03,10,30.06,Parts per billion,2.03,7.74,11,6.58,Parts per million,0.29,0.46,9,2.22,7119,15,3.8,27620,13806,13814
Ohio,Medina,2010,Parts per billion,5.08,14.02,10,13.26,Parts per million,0.04,0.05,10,44.87,Parts per billion,1.47,5.62,9,4.84,Parts per million,0.32,0.39,4,2.09,6652,13,3.3,43437,19728,23709
Georgia,DeKalb,2010,Parts per billion,16.5,32.59,14,30.74,Parts per million,0.02,0.03,9,28.05,Parts per billion,1.15,3.59,12,2.63,Parts per million,0.4,0.66,8,3.4,8766,17,4.2,16622,8442,8180
Georgia,DeKalb,2011,Parts per billion,13.38,31.11,13,29.14,Parts per million,0.02,0.04,10,38.33,Parts per billion,0.89,3.14,11,2.43,Parts per million,0.33,0.54,8,2.71,9207,18,4,16591,8415,8176
Georgia,DeKalb,2012,Parts per billion,11.58,26.99,12,25.06,Parts per million,0.02,0.04,10,35.73,Parts per billion,0.44,1.33,10,0.76,Parts per million,0.33,0.54,9,2.73,9640,17,4,16509,8392,8117
Georgia,DeKalb,2013,Parts per billion,9.44,22.31,13,20.6,Parts per million,0.02,0.03,10,32.24,Parts per billion,0.32,0.82,9,0.37,Parts per million,0.3,0.48,9,2.4,10864,24,3.8,16448,8384,8064
Georgia,DeKalb,2014,Parts per billion,10.43,24.62,13,22.77,Parts per million,0.02,0.04,10,35,Parts per billion,0.36,0.86,9,0.34,Parts per million,0.31,0.51,9,2.55,10753,17,4.4,16282,8327,7955
Georgia,DeKalb,2015,Parts per billion,9.67,22.64,14,20.93,Parts per million,0.02,0.03,9,33.48,Parts per billion,0.25,0.58,8,0.18,Parts per million,0.31,0.51,9,2.57,9200,17,4.4,16157,8261,7896
Georgia,DeKalb,2016,Parts per billion,11.94,27.4,12,25.33,Parts per million,0.02,0.03,10,29.63,Parts per billion,0.29,0.74,8,0.28,Parts per million,0.32,0.53,9,2.63,9123,14,3.6,16220,8265,7955
Delaware,New Castle,2011,Parts per billion,11.07,22.42,11,21.1,Parts per million,0.02,0.04,9,33.29,Parts per billion,1.23,2.55,10,1.68,Parts per million,0.25,0.39,9,1.84,7332,12,3.2,541866,279829,262037
Delaware,New Castle,2012,Parts per billion,12.47,24.05,11,22.25,Parts per million,0.03,0.04,9,35.6,Parts per billion,1,2.16,11,1.4,Parts per million,0.27,0.41,9,1.97,7353,12,3.2,544861,281219,263642
Delaware,New Castle,2013,Parts per billion,10.79,22.62,11,20.87,Parts per million,0.03,0.04,10,35.16,Parts per billion,0.9,1.88,10,1.16,Parts per million,0.24,0.35,8,1.62,8338,15,3.8,548383,283095,265288
Delaware,New Castle,2014,Parts per billion,11.68,22.73,11,21.01,Parts per million,0.03,0.04,9,35.97,Parts per billion,1.12,2.5,11,1.72,Parts per million,0.26,0.39,9,1.91,7270,11,3.1,550851,284184,266667
Delaware,New Castle,2015,Parts per billion,10.08,20.6,9,18.95,Parts per million,0.03,0.04,10,42.1,Parts per billion,0.74,1.88,10,1.17,Parts per million,0.3,0.42,8,2.15,7335,11,3.1,553658,285402,268256
Delaware,New Castle,2016,Parts per billion,13.77,27.99,10,25.99,Parts per million,0.03,0.03,10,32.05,Parts per billion,0.83,1.7,11,0.98,Parts per million,0.28,0.46,7,2.23,7229,13,3.3,555403,286467,268936
Hawaii,Honolulu,2011,Parts per billion,2.89,9.22,9,8.79,Parts per million,0.03,0.03,8,27.16,Parts per billion,0.91,1.73,12,1.15,Parts per million,0.32,0.38,4,1.96,7586,15,3.3,187066,93457,93609
Hawaii,Honolulu,2012,Parts per billion,2.89,8.69,9,8.27,Parts per million,0.02,0.03,9,24.82,Parts per billion,0.87,1.15,8,0.58,Parts per million,0.38,0.44,3,2.31,7503,16,3.3,189164,94679,94485
Hawaii,Honolulu,2013,Parts per billion,3.12,10.14,8,9.6,Parts per million,0.03,0.03,9,29.07,Parts per billion,1.28,1.95,11,1.13,Parts per million,0.42,0.48,4,2.54,5729,14,2.9,191466,96098,95368
